ano,semestre,numero_questao,texto,principal,secundarias,pagina
2016,sem1,Questão 36,"Questão 36 A Faculdade de Matemática da Universidade Federal do Pará, Campus de Castanhal, realizou uma
pesquisa sobre a variação da cobertura vegetal ao longo do Eixo da BR-316. A pesquisa analisou
imagens de satélite de 1999 a 2008.
Em relação à área estudada, entre os dados levantados, obteve-se:
... em 1999, 61% da área era preenchida por fl oresta, 20% por plantações, 13% por campos abertos,
5% por áreas urbanizadas e 1% por água. Nove anos depois, esses índices são de 46% de fl orestas,
25% de plantações, 20% de campos abertos, 8% de áreas urbanizadas e apenas a presença de água se
mostrou constante, permanecendo em 1%.
<http://tinyurl.com/q8qkm56> Acesso em: 26.07.2015. Adaptado.
De acordo com o texto, de 1999 a 2008,
(A) a variação da área estudada ocupada pela fl oresta aumentou 15%.
(B) a variação da área estudada ocupada pela presença de água diminuiu 10%.
(C) a variação da área estudada ocupada pelas plantações diminuiu em mais de 25%.
(D) a área ocupada pelos campos abertos aumentou mais de 50%.
(E) a área ocupada pelas áreas urbanizadas aumentou mais de 80%.
14 VESTIBULINHO 1o SEM/2016 • Etec",Porcentagem,Gráficos e tabelas,13
2016,sem1,Questão 37,"Se cavarmos um buraco na areia próxima às águas de uma praia, acabaremos encontrando água, devido ao princípio físico
denominado Princípio dos Vasos Comunicantes.
Assinale a alternativa que apresenta a aplicação desse princípio, no sistema formado pelos três recipientes abertos em sua
parte superior e que se comunicam pelas bases, considerando que o líquido utilizado é homogêneo.
(A)
(B)
(C)
(D)
(E)",Estados da matéria,Nenhum,14
2016,sem1,Questão 38,"É correto afi rmar que nesse poema o autor
(A) valoriza a natureza que inicia a festa quando chega a
primavera.
(B) procura, imitando as crianças, exaltar a grandeza de
sua terra natal.
(C) reclama da quantidade de insetos e do calor que faz
na terra descrita.
(D) expressa as saudades de sua terra e do tempo em que
ele era criança.
(E) enaltece a beleza e a riqueza da terra que recompensa
quem trabalha.",Interpretação de texto,Nenhum,15
2016,sem1,Questão 39,"Analisando o verso “É um seio de mãe a transbordar
carinhos...” é correto afi rmar que a predicação da expressão
verbal destacada
(A) depende de um termo que lhe complete, ligando-se
a ele com auxílio de uma preposição.
(B) depende de um termo que lhe complete, ligando-se
a ele sem auxílio de uma preposição.
(C) depende de um termo que lhe complete, ligando-se
a ele com auxílio de um advérbio.
(D) não depende de um termo que lhe complete o
sentido, pois tem sentido por si só.
(E) não depende de um termo que lhe complete o
sentido, pois expressa um estado.",Tempos e modos verbais,Nenhum,15
2016,sem1,Questão 40,"Questão 40 A região representada no mapa, com o desenho que se assemelha a uma lua crescente, é conhecida como Crescente Fértil.
Nessa área, formaram-se as primeiras sociedades humanas que deixaram registros escritos de suas atividades, há milhares
de anos. Esse nome foi atribuído à região, por estudiosos da História e da Arqueologia, somente muitos séculos depois.
<http://tinyurl.com/qa8ag29> Acesso em: 24.10.2015. Original colorido.
Assinale a alternativa que explica corretamente por que esse nome foi atribuído à região demarcada.
(A) A fertilidade do solo da região demarcada cresceu e atingiu outras regiões, favorecendo a amizade nas relações entre
as populações.
(B) Símbolo do Islã, a lua crescente representa a importância dessa religião na formação das civilizações assíria, persa,
egípcia e mesopotâmica.
(C) Abrangendo partes dos continentes europeu e africano, a região recebeu esse nome em razão das altas taxas de
fertilidade das populações locais.
(D) A lua crescente faz referência ao culto monoteísta desse astro, religião predominante entre os povos daquela região
na Antiguidade, com exceção dos hebreus.
(E) O solo da região era bastante fértil por conta dos grandes rios, o que favoreceu o desenvolvimento da agricultura,
importante para as sociedades humanas.
VESTIBULINHO 1o SEM/2016 • Etec 17",Primeiras civilizações,Nenhum,16
2016,sem1,Questão 41,"Um terreno inclinado traz difi culdades para a construção
civil, para a agricultura e para um caminhante
aventureiro.
Seja α a medida do ângulo que a superfície do terreno
faz com o plano horizontal, conforme a fi gura.
 taxa de declividade, ou apenas declividade, de um
terreno é a tangente desse ângulo α. A declividade de
um terreno é, normalmente, expressa em porcentagem,
por exemplo, se tg α = 0,23, então, a taxa de declividade
é 23%.
Um excursionista sobe uma montanha que tem
declividade de 50%. Considere que, do ponto que o
excursionista partiu até o topo da montanha, o desnível
vencido foi de 1 000 metros.
Nessas condições, a menor distância percorrida pelo
excursionista até o topo da montanha é, em quilômetros,
(A)
(B)
(C)
(D)
(E)
√ 2
√ 3
√ 4
√ 5
√ 6",Porcentagem,Regra de três,17
2016,sem1,Questão 42,"Leia o texto e assinale a alternativa que completa correta e
respectivamente suas lacunas.
Na construção civil, o termo recalque se refere à
acomodação do solo, após a construção de uma edifi cação.
O recalque uniforme costuma ser previsto. Porém, quando
ele não é uniforme, pode até causar o desabamento de
construções.
Observe o que ocorreu com um prédio, quando o recalque
não foi uniforme.Se o prédio inclinado fosse considerado um bloco
retangular, inicialmente com sua base apoiada sobre o
solo horizontal, haveria uma inclinação limite, a partir da
qual ele tombaria, situação que seria causada no momento
em que a projeção __________________ de seu centro
de gravidade estivesse __________________ da base de
sustentação.
(A) horizontal, fora
(B) horizontal, dentro
(C) transversal, fora
(D) vertical, dentro
(E) vertical, fora",Leis de Newton,Nenhum,17
2016,sem1,Questão 43,"Questão 43 A concordância verbal está de acordo com a norma-padrão da língua portuguesa em
(A) O peão e o agricultor, por motivo de força maior, plantará o milho aqui.
(B) Falta setenta dias para começar a colheita do café nas encostas.
(C) O engenheiro ou arquiteto visitará o loteamento amanhã.
(D) São uma hora e quarenta e nove minutos precisamente.
(E) Vende-se terras extensas naquelas regiões longínquas.",Tempos e modos verbais,Nenhum,18
2016,sem1,Questão 44,"Questão 44 Se um aventureiro fi car perdido nas proximidades de um lago congelado, poderá experimentar uma técnica de
sobrevivência. Essa técnica consiste em produzir fogo, utilizando apenas um material de fácil combustão e um pedaço de
gelo transparente, retirado da superfície desse lago. Ele deverá fazer seu pedaço de gelo assumir formato de um disco e,
posteriormente, afi nar suas bordas de modo uniforme.
Para essa fi nalidade, o gelo assim moldado assumirá o papel de
(A) uma superfície especular.
(B) uma lente convergente.
(C) uma lente divergente.
(D) um espelho côncavo.
(E) um espelho convexo.",Leis de Newton,Nenhum,18
2016,sem1,Questão 45,"Questão 45 Existem regiões da Terra que não favorecem a vida de seres vivos, devido ao clima e as condições do solo.
No entanto, essas regiões podem ser eventualmente colonizadas por certas espécies, genericamente
denominadas espécies pioneiras, que conseguem se instalar e suportar as severas condições desses ambientes.
Essa colonização vai modifi cando progressivamente o ambiente, pois haverá acúmulo de material orgânico no
solo, aumentando a quantidade de nutrientes disponíveis e permitindo que ocorra maior retenção de água.
As novas espécies que chegam competem com as pioneiras e vão gradativamente substituindo-as.
As sucessivas gerações de plantas e animais que nascem, crescem, morrem e se decompõem tornam o solo cada
vez mais rico em matéria orgânica e umidade. Esse processo complexo, em que há mudança das comunidades
ao longo do tempo, é denominado sucessão ecológica e a comunidade estável formada é conhecida como
comunidade clímax.
Sobre o processo descrito no texto, assinale a alternativa correta.
(A) Os organismos que se sucedem não infl uenciam o ambiente que os rodeia, de modo que esse se torna cada vez mais
inadequado aos seres vivos.
(B) Quando se atinge um estágio de estabilidade em uma sucessão, a comunidade formada apresenta apenas seres vivos
produtores de matéria orgânica.
(C) Numa região, sob as mesmas condições climáticas gerais, se estabelecem espécies pioneiras que impedem o
desenvolvimento de novas espécies.
(D) Durante o processo de evolução de uma comunidade ou sucessão ecológica, se observa o aumento de complexidade
das cadeias alimentares.
(E) O processo de sucessão ecológica termina quando se estabelece na região uma comunidade de espécies
pioneiras.
VESTIBULINHO 1o SEM/2016 • Etec 19",Cadeia alimentar,Meio ambiente,18
2016,sem1,Questão 46,"Questão 46 De acordo com a Constituição Federal brasileira de 1988, os recursos minerais
do subsolo são patrimônio nacional. No entanto, a primeira vez em que isso foi
defi nido na legislação do país foi em 1934, quando entrou em vigor a Constituição
que também instituiu o voto feminino e o salário mínimo. Três anos depois, em
1937, essa Constituição foi revogada e uma nova foi promulgada, dando início
ao Estado Novo.
O período da história brasileira ao qual se referem essas informações fi cou conhecido como
(A) República do Café-com-leite.
(B) Período Regencial.
(C) Segundo Reinado.
(D) Ditadura Militar.
(E) Era Vargas.",Momentos históricos nacionais,Era Vargas,19
2016,sem1,Questão 47,"Questão 47 A mineração é o ato de extrair minerais
existentes nas rochas e/ou nos solos.
É uma atividade econômica que tem
importância signifi cativa para muitos
países.
O principal minério exportado pelo
Brasil é o de ferro. A formação desse
minério está relacionada com as lentas
transformações geológicas da Terra e
ele é encontrado na natureza na forma
de rochas, misturado com outros
compostos. Por meio de diversos
processos, esse minério é benefi ciado <http://tinyurl.com/nep6ddj> Acesso em: 04.08.2015. Original colorido.
para poder ser comercializado.
Extração do minério de ferro
No Brasil, a extração do minério de ferro ocorre principalmente em
(A) bacias sedimentares recentes.
(B) dobramentos modernos.
(C) depressões absolutas.
(D) escudos cristalinos.
(E) planícies costeiras.
20 VESTIBULINHO 1o SEM/2016 • Etec",Recursos minerais,Atividades econômicas,19
2016,sem1,Questão 48,"De acordo com o texto, é correto afi rmar que
(A) trilhões de dólares foram enterrados no solo da
República Democrática do Congo, durante a
colonização belga, e atualmente são extraídos para
recuperar o país da guerra.
(B) ainda que ilegal, o trabalho nas minas se reverte em
benefícios para a população do país, reduzindo os
males da guerra civil que dura mais de duas décadas.
(C) para retomar os recursos naturais confi scados, a
população da República Democrática do Congo entrou
em guerra civil contra seus colonizadores belgas.
(D) o fi nanciamento de confl itos armados na República
Democrática do Congo, ex-colônia da Bélgica, é
alimentado pela extração ilegal de minerais.
(E) a indústria de eletroeletrônicos, atenta à procedência
de sua matéria-prima, recusou o recebimento de
minerais extraídos do solo congolês.",Interpretação de texto,Nenhum,20
2016,sem1,Questão 49,"Questão 49 No decorrer do tempo geológico, apenas
uma porcentagem muito pequena das
espécies que um dia habitaram a biosfera
terrestre preservou-se nas rochas. Muitas
espécies surgiram e desapareceram sem
deixar vestígios.
Em rochas muito antigas, não são
encontrados vestígios de animais atuais,
o que sugere que eles apareceram muito
depois. Porém, nessas camadas antigas,
são encontrados restos de animais que não
existem mais, o que poderia indicar que se
extinguiram.
Os vestígios de organismos que existiram no
passado e se mantiveram preservados, como
pedaços de troncos de árvores, conchas,
ossos, dentes, cascas de ovos, esqueletos e
carapaças são denominados fósseis.
O modo de fossilização pode ser
determinado por vários fatores como, por
exemplo, a rapidez do soterramento e da
decomposição bacteriológica, após a morte
dos organismos; a composição química
e estrutural do esqueleto e as condições
químicas, que imperavam no meio ambiente
durante esse processo.
Assim, quando um organismo morre e suas
partes moles são decompostas, as partes
duras, como os ossos, ao longo do tempo,
podem ser encobertas por camadas de
sedimentos, sofrendo fossilização.
Como base nessas informações, é correto afi rmar que
(A) os fósseis representam os restos preservados somente
dos animais que viveram no passado.
(B) os fósseis evidenciam que todos os organismos
existentes no passado desapareceram sem deixar
vestígios.
(C) as camadas de rochas mais antigas apresentam
fósseis dos seres vivos atuais, evidenciando que
eles se extinguiram.
(D) os registros fósseis se formaram apenas a partir de
organismos que, depois de mortos, foram totalmente
decompostos.
(E) os fósseis podem ser originados a partir de organismos
que, depois de mortos, sofreram decomposição, e
suas partes duras foram preservadas.",Características básicas dos seres vivos,Nenhum,20
